X1 wind speed,X2 area temp,X3 resistance,Y generator temp
10.12272979,22.94616539,1165.831869,36.60854178
10.11803022,30.48168874,1165.793654,36.61600828
187.8365325,25.27109079,1161.950099,36.62183798
-294.3232005,23.0662203,-99,36.62431506
10.12008875,22.99760242,1163.87568,36.6474085
10.12336821,20.65945058,2323.880142,36.66734424
10.13754525,21.90841393,-46.70283076,36.68060327
10.01137532,33.76007612,1173.89425,36.69707692
10.10851135,26.58174002,1160.883044,36.71554483
-142.761793,22.28989844,1164.55601,36.72296539
10.10795211,25.42492132,1164.843741,36.72635324
10.12088042,17.47891172,1164.632597,36.75187261
10.09770068,20.9626976,1165.743014,36.77088385
10.13840182,24.74184587,1163.738893,36.78057177
131.9937194,22.20025993,1166.398238,36.78536799
10.1155476,26.80645999,1163.899085,36.79207109
10.10763886,31.50384696,1165.146766,36.82061102
10.82087005,22.28601517,1177.639247,36.82916465
10.09799038,27.0968151,1163.215282,36.83411573
12.23458655,21.16278123,1193.94649,36.8400532
10.40991047,26.10226075,1176.366216,36.84566775
10.10628375,26.10833724,1165.046725,36.85489102
10.12953069,18.27415588,1165.458751,36.86051638
10.09487271,28.44353009,1164.130604,36.86717794
10.10201879,20.39594872,1163.118211,36.90021399
-197.4689289,24.66665611,1173.415146,36.90957244
136.1044688,34.28170954,1164.824823,36.91305198
10.11562722,19.3829307,1164.49639,36.9131452
10.10225001,30.17133056,1164.590932,36.93506846
10.11142752,18.91244305,1164.387362,36.94482404
10.10564987,32.63484719,1163.956751,36.94649693
10.1205809,33.71236982,1162.150082,36.95145279
12.13917684,23.57587152,1188.635664,36.95486852
131.727839,22.71186285,1165.287752,36.96447645
218.4819276,25.01999323,1164.831762,36.96514249
10.12308532,25.4069414,1165.661325,36.96863759
-218.1814844,21.94338804,1168.811073,36.97853875
10.55862921,20.83456406,1177.124347,36.98930063
10.63771378,24.25973645,1176.316228,36.99552505
14.0485319,25.54225254,1204.97156,37.00665973
172.6779265,33.96431611,1166.190946,37.01097214
10.11924551,22.15635985,1165.633922,37.01104768
10.18489698,25.14278067,1163.000879,37.01186119
10.11112441,18.99733729,2035.282374,37.01671969
10.18624556,28.306107,1160.211858,37.0200364
10.10064891,24.66881481,1163.593411,37.02222232
145.5425324,22.85388062,207.5458758,37.02740278
10.11180713,27.47216951,1164.395806,37.02828424
10.29374155,27.50472622,1174.742741,37.02935346
10.10142992,19.96117935,-102.0303798,37.03001047
10.09383481,24.13791885,2202.16678,37.03294101
10.49689563,15.7933284,2395.864322,37.03792986
10.23727837,19.39435185,1175.445534,37.04470909
10.11445841,32.84094599,1164.38655,37.04756349
11.82261715,21.64027191,1187.866723,37.05357466
10.11869231,17.01614325,1164.244333,37.05571898
12.50135347,25.12213618,1192.632296,37.06272559
-105.3954325,18.12998989,1165.153828,37.06301773
10.10930711,23.37415271,1161.036716,37.06371889
11.96597639,27.32529299,1191.511447,37.0641042
-207.3715875,24.93006583,1163.560493,37.07383007
10.12121552,22.67682394,1163.842509,37.08079676
13.88240795,26.84665813,1202.50244,37.09242393
10.13358246,30.00624782,-99,37.09331843
10.08931493,32.29914821,1163.684836,37.10338007
10.11131498,19.6334233,1165.45131,37.10592193
12.47385771,25.55000756,1191.862401,37.10752605
10.1379954,19.63507642,1164.973344,37.11144834
10.110881,24.48000484,1165.175238,37.11378013
10.12368307,20.93262784,1165.557842,37.11923968
10.12417139,22.00765485,1164.25153,37.12178951
10.10122217,17.97999973,-99,37.12464156
11.8633555,23.63093113,2114.36569,37.12560104
10.0918965,21.92749088,1163.300003,37.12581682
11.74545907,24.50710444,1190.499168,37.12591572
11.24432147,24.38834688,1185.240575,37.13752068
10.13191993,24.56387184,1162.400791,37.13809401
10.11847424,36.07788763,1164.209567,37.13871147
10.87804308,20.64039794,1181.663562,37.14425966
10.1781661,24.11081267,1161.049858,37.1463513
10.01286573,19.43248644,1167.636471,37.16939046
-111.6954209,26.73079739,1206.963316,37.17327733
10.13714352,34.87260626,1159.857808,37.17461145
10.09972085,23.53071703,1165.91051,37.17592573
133.1188254,27.55487382,2019.962653,37.18010128
10.15499662,29.4818943,1172.218586,37.18350613
13.72282501,20.45333241,1204.608216,37.19197344
10.01702226,18.78584103,1167.277649,37.19491934
10.06939959,31.79638071,1165.590938,37.19534927
10.16994083,21.82267648,1160.793151,37.20143504
170.6959388,21.03076958,1211.983687,37.20622845
10.12813351,20.57464247,1164.796251,37.20677685
10.18683696,27.86934443,1154.952482,37.22206624
10.32369013,19.32917744,1174.0102,37.22311271
10.14611895,21.84481722,1163.272359,37.23450824
10.54763669,20.68153064,1177.791517,37.23878214
10.13490638,32.74795016,1162.485089,37.24078508
12.40361071,28.04403442,65.42766687,37.24248512
228.5123545,30.49592358,1164.680599,37.24341595
10.10006718,26.26441911,1165.293529,37.24652241
-155.5902121,27.90115364,2133.190442,37.2470134
12.02676416,25.71384475,1187.669043,37.25274882
10.16682473,31.26276305,1160.488948,37.25467471
10.0586685,24.71789778,1173.964371,37.26307307
10.13315242,28.06916235,1164.027611,37.26362371
207.6758256,26.77972129,1189.76891,37.26906925
11.3262224,22.42346333,-99,37.27074548
10.1053603,20.62095448,1165.187089,37.2781952
10.08886983,29.43181314,1165.111992,37.28416337
11.73465,24.27375898,1190.437683,37.28871429
10.10614946,25.40929,1165.000501,37.29430179
10.08024104,34.5217072,1164.768404,37.29581668
-205.063167,21.37461408,2191.78746,37.29755813
10.53300051,21.99051258,1173.280266,37.30029342
10.1131478,27.05237234,1162.694068,37.30482671
11.88479034,25.87224413,2023.545913,37.30668977
10.11737868,28.75670586,-99,37.31075885
10.12615827,26.63592657,1164.936474,37.31085748
11.06917936,26.17059143,1181.070763,37.31751708
10.11522891,27.48128955,1164.666727,37.33421954
10.15401064,30.47690715,-99,37.33783981
10.44454925,24.67672378,1177.128773,37.34057181
12.265028,21.27618,1190.432518,37.34333347
10.10490263,19.98195256,1165.992167,37.34799891
10.35683478,27.03838639,1176.530447,37.34970828
135.2156429,24.5581102,1197.76177,37.35008154
128.7440031,24.88679531,1181.683941,37.35408064
10.96289978,26.57451411,1180.514277,37.35424789
11.49523106,26.77980805,1186.223673,37.35770273
11.55951071,33.33225454,105.1548616,37.35916597
12.34636383,26.91844734,1194.110219,37.36590647
10.12650269,33.46149867,1163.582886,37.37200181
10.47937606,28.01222503,1174.803289,37.37346089
-95.44514529,20.79503632,1196.072031,37.37383618
-157.6272421,28.37587653,1181.382349,37.3748362
10.12798208,19.71916966,240.9903111,37.38843764
126.251504,22.25975529,1195.49252,37.39070524
13.15484655,19.59873907,95.98011933,37.39529844
13.43660151,25.19655302,1198.70665,37.401916
11.2175027,22.62230818,1182.132619,37.40714572
10.3045054,29.43888533,1175.312983,37.4078491
141.4839664,22.24887589,1164.921722,37.41380538
10.13827094,31.99365146,1163.16635,37.42029377
13.14525278,22.43141693,2036.419344,37.42383116
13.35174967,23.05394297,1199.388867,37.42645016
10.08861986,22.34132529,1163.676345,37.43386144
10.17150555,23.94374824,1160.468624,37.43585459
10.95922192,30.66469388,1182.061366,37.43602922
10.12778123,22.69966897,1165.1169,37.43659703
211.3061988,27.34594879,1188.550395,37.44384247
10.09057157,24.40093555,1162.928945,37.45100224
10.12254427,23.89217832,1164.567245,37.45120611
10.05796056,29.37719122,1168.425638,37.45168016
13.93658303,28.50243138,1204.903272,37.46623875
10.16408533,29.87434885,1160.458014,37.47450568
12.44924997,31.13768249,1196.014753,37.47739088
10.05775791,34.5373055,1173.757827,37.47935726
12.06384397,22.68492089,1191.692712,37.48676756
10.1215558,26.80444885,1163.179591,37.48770081
13.37843455,30.65870012,1201.071735,37.49633888
12.00301786,24.10123264,1188.226714,37.49732884
139.7950152,26.2948806,1168.458899,37.49754663
10.11876525,30.57960286,1164.357103,37.50111685
10.48076245,19.83296376,1176.792721,37.50381464
10.13768901,35.73245154,-8.969656881,37.50504501
-96.20881901,25.32957529,1164.224551,37.50955942
10.12586341,24.47530206,1164.423881,37.51182391
11.76072797,20.36705329,1187.114469,37.51434461
10.08761723,28.3457839,1173.860853,37.51577613
14.98045778,24.9176741,1223.939572,37.52325723
10.10499129,20.09952926,1162.65379,37.52781988
14.77480291,24.93723388,1210.105434,37.52926256
11.32083395,23.10354261,1184.893987,37.53541264
10.10517401,32.45304712,1162.966555,37.53832504
11.6997835,23.45009558,1186.977829,37.54674902
12.82211739,29.18911975,1197.869546,37.55155891
12.08126953,33.75961819,1188.755377,37.55314822
10.08859483,22.90640082,1162.974357,37.55739627
13.23773093,31.05087228,1202.559429,37.55775502
10.11653584,26.39642216,1163.982097,37.55859356
12.31782741,21.77936502,1192.66594,37.55883286
10.9393962,22.49598494,1181.110534,37.56455072
10.09744935,26.82179821,1161.547744,37.56521108
191.1360716,21.69051066,1205.724839,37.56720906
10.13643847,28.15372367,1165.847716,37.56984574
-197.9033001,24.89027715,1167.759707,37.57161393
10.64563367,22.34809274,1178.573927,37.57438606
148.3248958,23.69571164,1162.042536,37.57562633
-149.9163344,20.04866978,1190.288302,37.5942542
16.21208275,22.84696896,1225.751076,37.59483128
13.36537399,21.38453648,2293.364227,37.59487367
10.12748108,31.72070081,1163.182076,37.59731966
12.84388288,24.2904912,1193.24878,37.59771719
10.15640815,25.59756545,1175.685622,37.59905501
234.4628021,25.97763004,1157.018968,37.60033058
12.12768136,18.87525376,1188.356138,37.60066209
12.99639704,23.85337168,2279.913099,37.61243712
10.06587266,26.29317178,1172.001741,37.62699979
14.40062558,21.73952694,1209.484137,37.6321665
-213.5517149,25.58486213,1193.096602,37.63989909
10.10589858,26.27039742,1164.308737,37.64036378
-174.0085632,30.73140223,1188.192801,37.64669473
10.1096035,34.46404836,1164.265024,37.64740544
15.84198598,23.79182085,1224.20224,37.65076132
10.16621158,23.19639186,1164.016861,37.65241203
10.09308619,19.27651675,1165.447871,37.65576164
10.1386339,30.70814948,1165.013659,37.65577635
-160.9794966,32.98142815,1164.00523,37.65675817
12.37489626,27.43380168,1190.748118,37.66067074
285.107286,19.73274313,1163.093889,37.66933709
10.16016551,33.68256784,1161.040838,37.66939913
12.71877525,25.72659256,1200.283003,37.67002317
10.09546443,35.59762155,1160.368347,37.67014865
10.53503558,21.64593759,1178.718318,37.67174261
12.17172925,30.4828695,1190.46174,37.67340298
11.47842543,37.62132448,1185.044264,37.67343222
-124.3950602,18.00366477,1171.683835,37.67932165
10.1730985,21.79194508,1162.277898,37.68087024
14.04679489,21.57470845,1206.041751,37.68422302
-129.5796275,31.56688947,1186.56478,37.68460688
10.19064909,30.64146865,1160.896591,37.69000929
11.85185357,27.49818601,1190.730417,37.69300925
10.11775156,31.84587966,1163.756137,37.69334909
10.09829377,24.44414168,1163.910786,37.6969358
10.8285589,30.83006832,-99,37.69993503
11.75532959,27.39147802,1296.269902,37.71829708
10.10720615,20.87469121,127.5549047,37.72117075
14.52172203,30.8643693,1209.489039,37.7230853
15.02288826,23.08899443,1220.449608,37.72965451
10.09950952,21.47670995,1168.735864,37.73052032
14.72236941,26.28886834,1208.983407,37.73092595
14.37772914,18.12648121,1209.676125,37.73266155
10.09980745,27.31967575,-34.77260169,37.73398738
11.83286515,22.08705518,2449.126669,37.73698468
10.13115867,17.55595278,1160.722616,37.74103487
17.6942908,31.14471394,1232.961991,37.74745379
12.36560609,22.29406881,1194.52582,37.74808463
13.57992835,33.94291994,2060.300859,37.7489386
208.4328639,20.40471261,1198.918058,37.74934486
13.34080916,19.67933747,1203.984324,37.75814003
12.68197998,23.60778416,1194.474978,37.7641425
10.51093146,30.7942702,1178.386125,37.76814374
11.5003094,24.23355947,1181.943541,37.77623136
14.9096277,24.89956034,1223.391386,37.77647351
15.11152178,24.47245681,1214.758703,37.78726929
14.26713259,25.60359918,1206.758177,37.78859797
13.82760028,23.33424422,1198.907005,37.79081775
267.6966256,30.84660399,1183.664678,37.79151095
-210.9792635,22.9838292,1183.818122,37.79697768
14.34392856,24.29807836,1209.641245,37.79706189
10.10759211,37.93198365,1163.543331,37.79765059
10.80129459,24.22822836,1179.469499,37.80006629
13.00153567,21.96388896,1196.88102,37.80382959
11.64919261,24.8498973,1187.389674,37.80678678
12.81041877,29.10763745,1199.968834,37.80717783
10.10821761,22.77626908,1165.839514,37.80945827
13.48366783,20.34522158,1202.165905,37.81079399
13.71394156,21.53395883,240.7777339,37.81341343
10.01478306,29.39413354,1170.497078,37.82146479
11.692593,24.4641007,1185.496391,37.82294176
166.4443353,20.53209587,1182.157047,37.83142041
13.81176002,30.50403267,1209.716345,37.83882999
14.58032578,22.4608877,1220.007009,37.8393669
10.2239804,25.61040917,1157.899899,37.84562168
-110.8979204,29.68174917,1185.665173,37.84562716
10.17891115,32.85594956,1160.496487,37.84579315
11.17092885,20.65457461,-99,37.84592531
12.81161077,29.91391584,1194.952137,37.84598557
15.77723607,33.12800734,24.97886136,37.85351018
10.10903336,28.50010265,1164.911081,37.85445867
11.1593142,25.0556468,1179.794359,37.85917758
12.63239845,31.37353141,1195.530809,37.86058404
11.37502451,28.14309863,1184.148354,37.86147451
10.52737182,29.41760144,1178.669085,37.86315147
13.98517565,28.39654362,1208.328725,37.86411605
10.36827535,33.52110081,1175.805013,37.86874879
10.12213048,26.20474314,1164.06523,37.8737133
293.4382852,26.15291061,1199.348507,37.8741936
10.1135388,27.20467006,1164.831306,37.875646
11.36132896,29.67369816,1184.799668,37.87601199
-116.6258969,28.89542275,1193.998612,37.87776371
10.09491388,32.23005795,1163.665934,37.87863908
148.0526112,24.55662176,1225.896759,37.88027611
17.81457942,21.03591736,1231.821495,37.88036377
10.09357202,29.36564248,1162.789805,37.88080157
179.4461048,21.69195295,1198.188949,37.88459342
12.5921521,25.85132551,1198.451575,37.88645306
11.32123865,27.66181569,2153.001143,37.88680906
-116.558329,28.32230261,1196.032139,37.89079401
17.91249076,24.08310925,1236.336272,37.89177653
11.47289892,31.28793202,1180.849403,37.89562158
121.4050276,31.73736863,2223.485541,37.89711228
10.31401116,33.15584996,1171.44773,37.89759849
10.13434343,30.36308574,200.4434451,37.91246901
10.09102278,30.56222148,1174.0516,37.91668627
10.37105499,38.41395813,1176.543062,37.92144866
12.55983745,22.2290252,1198.606904,37.92229011
12.05344065,30.27115346,1190.64938,37.92455128
11.75924677,24.18012718,1187.092771,37.92571803
10.10294569,24.31318349,1174.832593,37.92682825
17.62572053,19.86055308,1251.207695,37.92690605
11.99006192,24.05874801,1189.810042,37.93480163
12.83140742,28.64072579,1203.098212,37.94233538
14.55978665,23.09072463,1209.500232,37.95141165
10.19727698,32.35890176,1161.395314,37.95182026
13.95116131,24.91434643,1201.212689,37.95746834
15.27826409,21.99912587,1212.962601,37.9578536
-208.3406595,27.16704275,344.9138082,37.96013924
-147.9141479,21.79660491,1202.477866,37.96159642
14.05802529,29.1100274,1214.492184,37.96326189
10.09452737,24.08424155,1161.618831,37.96368566
12.0344107,22.46127259,1191.426333,37.9638173
18.2139043,29.25973966,1247.816821,37.96602056
11.75407812,30.1490017,1189.146621,37.96680372
12.23506114,33.24714803,1190.239401,37.96681373
15.6994843,21.56999789,1216.912077,37.96713668
165.4454754,27.0762735,1199.217928,37.97138497
10.15530666,32.95037504,1162.549625,37.97179928
18.33083401,25.45040167,1230.955207,37.97626279
166.9934399,22.42218115,1223.96725,37.97832377
12.87822654,24.30292495,1193.934164,37.97895368
10.63641087,21.66348141,1177.948703,37.98343494
11.62293572,27.78286809,1186.192215,37.99075983
17.21784124,20.38061005,-99,37.99131867
13.13290938,33.58663757,1200.378142,37.99451161
-111.042013,21.88517985,1193.014169,37.99576062
217.5148873,28.98814899,1193.801899,37.99799771
128.1536881,31.4850451,1189.647535,38.01582914
10.97658854,33.35734187,1180.04968,38.01587999
13.10807885,24.15493727,1195.259334,38.01848028
17.32545416,20.52285064,1231.205005,38.0207444
10.38891175,26.12929801,1173.874075,38.03089865
16.17084131,18.80737845,1225.071363,38.03156797
13.42280258,27.52950979,258.2379065,38.0326005
18.59157272,28.07674809,1236.800415,38.03272572
13.32761021,34.87671012,1197.290627,38.0401286
15.57183944,26.64085056,1223.570162,38.04141342
12.11645586,22.24081809,1188.932275,38.04337685
12.73982236,26.29942212,1199.244091,38.05065543
12.26453242,28.30152432,1192.35518,38.05202327
10.19944577,32.05346312,1151.757804,38.052125
10.71037217,33.31906423,1178.396906,38.05554625
10.09982582,29.22870013,2358.74261,38.06231227
11.58323474,29.4124402,1186.572337,38.06461619
323.982393,33.48365581,1162.719126,38.06893224
16.18112144,22.44255282,1223.276371,38.07906396
17.29191235,22.83500208,1242.098239,38.08608441
-203.3350558,24.72806077,1199.387738,38.08848649
11.87073135,29.06826133,1189.274947,38.09091211
12.27705744,36.69867746,1193.803994,38.09510152
12.98104374,25.96087275,1193.403472,38.09524272
10.23875746,34.77879927,1174.204859,38.09571919
12.63576818,22.55806516,1196.887813,38.10911327
-159.711938,24.3860639,1195.056106,38.11390925
13.02431925,26.08561525,1203.939351,38.11416443
16.51808786,28.41579008,1223.576246,38.12087639
236.4720099,23.01910967,1206.623563,38.12431786
13.55302659,21.91937671,1205.757308,38.12713087
15.05270023,21.03711231,1215.995752,38.13016092
13.62576078,25.34139032,1205.573015,38.13135835
11.6890802,29.41651372,1187.987932,38.13249103
10.10530132,27.15965299,1164.572117,38.13896668
10.70395221,23.6898451,1179.877481,38.14204176
24.01861303,27.08684721,1278.876277,38.15534629
16.56005998,28.39812928,1224.470418,38.16451734
11.19993126,25.67341449,1182.408388,38.17891245
13.11634098,35.30765279,1201.433352,38.18411168
15.45536333,26.09605175,1224.831807,38.18732909
10.1117247,33.54088093,1164.71666,38.18756244
11.10416735,28.64746855,1183.791101,38.18981453
10.12473333,22.9605862,1163.120711,38.19078571
15.99666105,26.68649685,1224.336204,38.19569009
13.03677769,33.48142585,1202.70493,38.20612883
12.98753324,20.05312505,1195.992869,38.20764336
14.92986311,28.13237894,1212.286731,38.2081718
-123.1183026,33.64412949,1180.227594,38.20844387
12.48951161,22.76509521,1195.828258,38.21174016
12.27027858,20.62447543,1193.967423,38.21277439
11.65608718,30.13203831,2408.100034,38.2204238
12.06447406,30.57726444,1192.412242,38.22062843
12.72135655,31.91335902,1195.965308,38.22743631
19.4820511,22.18236734,1240.549703,38.22928885
15.56107899,22.41767095,1214.616221,38.23139366
17.75493248,29.62181077,2063.094861,38.23236264
-123.7032866,34.63764933,1160.269517,38.23884302
12.3249617,32.78763413,1191.114868,38.24090406
10.07167265,32.21081061,1165.631892,38.26026591
12.37203956,30.80339702,1194.014796,38.2663049
16.83555331,25.82778677,1229.11965,38.26944159
15.63355599,23.63946587,1218.712522,38.27081602
14.24102674,29.19263989,1205.941463,38.27433173
-123.0941489,24.25562084,1188.002128,38.2852852
178.9772169,35.99535612,1163.113437,38.28652083
11.874787,23.88039462,1190.679681,38.28992897
12.47005302,26.60704556,1196.126974,38.29063543
16.87516508,24.31409197,1225.844332,38.29269915
14.29085361,18.70582423,1209.24642,38.29295751
-165.4509711,24.50491249,1202.643752,38.29308241
11.30577822,24.68580153,1185.238543,38.29693967
15.1008242,25.08884581,1217.015377,38.2993422
16.7054903,24.32369156,2419.61468,38.30565395
11.31904955,32.41151999,2005.276217,38.31249435
164.401364,22.18944606,1212.791005,38.31356571
14.00270772,30.73537832,1204.664771,38.31719217
14.34871355,22.97875444,267.8755048,38.3222032
12.92807917,23.41673556,1195.229486,38.32482067
201.091829,34.30485435,1164.344516,38.33073081
10.76046623,36.25169715,1178.796851,38.338716
13.81061588,24.88302824,1210.236393,38.34812555
14.21766119,29.41898889,1205.391911,38.34997036
10.12497789,32.49119962,1161.016874,38.35935606
13.84218263,25.03767294,1207.974666,38.3608375
11.53401891,38.6446535,1186.402305,38.36710176
13.0006738,25.86502404,1195.666668,38.3692197
12.76035623,25.99246746,1194.457224,38.36988257
14.21306145,33.77736725,1206.909867,38.38458042
10.10740444,26.48398558,-99,38.39474981
14.95382944,24.83170062,1213.697914,38.4001613
13.49657213,37.48823917,1204.49606,38.40029455
13.01165807,26.4522665,-99,38.40248795
11.04600235,24.37348388,1180.360395,38.40307293
15.81404925,30.2540496,1222.678829,38.40589304
15.90586945,11.71017436,1214.965414,38.41262777
13.60281137,22.7566494,1202.383733,38.41403046
15.11908264,20.77428383,1208.575871,38.41501986
15.50178685,26.62657298,1213.476313,38.41538843
12.70813935,19.58865392,2193.045495,38.42049832
19.55310836,28.93046566,1252.487117,38.42602468
-125.8589054,26.82019503,1202.694767,38.42770492
200.8359226,40.35600286,1183.70897,38.42924788
235.0946812,34.01641133,328.3248083,38.43163304
15.62856225,26.65177261,1213.716188,38.43220366
157.7359504,27.77714527,1184.635118,38.43293102
17.93646087,18.88705329,1238.880773,38.44811645
12.15054942,21.110333,192.8469911,38.44876556
15.44817188,21.36083343,1223.171479,38.44948662
13.92085085,31.24885577,1201.78693,38.4511217
15.98505614,21.31142322,1217.168661,38.45277053
15.01445826,21.9091315,1213.879373,38.45629286
12.89762758,25.25524951,1194.687719,38.4570408
10.57676504,31.39650091,-543.9471397,38.46504043
17.9185574,23.02859341,1228.387872,38.46885234
15.40484658,20.47104408,1230.127198,38.47315045
19.14778924,28.16293869,1249.728113,38.47531208
14.78087518,20.02926976,1220.62904,38.47630641
19.95822669,30.56889541,1256.150494,38.47911802
14.1790138,19.33149382,1209.743317,38.48074009
12.83836336,28.47185741,1194.70787,38.48292452
22.38046866,31.79325582,1271.510979,38.48376958
10.09879992,29.86740445,1163.797206,38.48400012
14.25578404,30.12937678,1203.348763,38.48638178
14.48397747,25.65501176,1219.338372,38.50275492
12.85446218,32.24679342,1195.257734,38.50474476
13.43462193,21.04227555,1201.116825,38.51434554
22.06556305,27.15239623,1266.591702,38.52271771
20.48360866,22.02643393,1261.844479,38.53328984
16.40582356,26.28978732,1227.929423,38.53960206
14.00627866,19.60613503,1205.311798,38.53991666
12.76274754,34.9578159,2259.296157,38.54132603
16.61560675,28.78990092,1229.563212,38.54461686
10.83466073,33.9883419,1179.52742,38.54644766
16.27233066,23.03329203,92.32458004,38.55926845
14.5476082,19.74650225,1211.777834,38.55942492
13.7283147,23.38235898,1208.873653,38.5617671
13.3459741,31.19735346,-99,38.57321306
17.62627694,30.16460039,2474.687526,38.57731141
17.00495598,29.84281126,1230.41535,38.5773889
15.54271823,25.14634535,1230.845476,38.57955793
13.55527301,30.78689022,1198.7506,38.57998785
12.51317933,24.33788197,1195.724333,38.58168899
13.11576077,28.45093765,1198.56835,38.58171093
14.13120068,28.4191381,1207.551679,38.58250695
-202.7126314,29.33560484,1212.852493,38.58500962
187.0921774,21.7119447,1200.627151,38.58583059
10.20129071,31.75842224,303.6829348,38.58992907
131.4029019,34.25671473,1230.876991,38.59341265
11.53149945,30.37013443,1186.053663,38.59421771
15.42076723,30.37703106,1215.788219,38.59528159
15.92886113,29.60894856,1223.407011,38.59722397
13.14921458,33.81614302,1197.580688,38.60329513
12.63624575,32.62061727,1196.341122,38.60631305
14.44491212,21.47508749,1214.697622,38.60791983
-153.5355756,23.22844292,1199.031032,38.6083003
14.52331624,26.88379775,1209.074817,38.6098895
-175.7217991,23.52466019,1251.537376,38.62157467
13.19581564,21.47978284,2257.053354,38.63109102
13.32750145,23.79121143,1203.564328,38.63244026
15.81898919,27.87523169,1220.483916,38.63342992
15.49148653,21.57896189,1215.847431,38.63408922
